Nazwisko aktualne,Liczba
JARECKI,2867
CZAPLICKI,2865
MATYJA,2863
BADURA,2862
OGRODNIK,2862
KULIGOWSKI,2861
JAKUBCZAK,2860
SYNOWIEC,2859
NIEDŹWIEDŹ,2851
PLUCIŃSKI,2849
ZAŁĘSKI,2849
WIATR,2847
GAJOS,2845
RAKOCZY,2845
TROJAN,2836
KOSIOREK,2834
SZAFRANIEC,2832
KUSZ,2830
MIKOŁAJEWSKI,2829
GRZEGORZEWSKI,2827
BOGACKI,2825
KARASIŃSKI,2824
PACIOREK,2824
POPEK,2823
PRZYGODA,2823
SZMIDT,2822
WIDERA,2818
CHOWANIEC,2815
KRAWCZYŃSKI,2815
CHRUŚCIEL,2811
SAGAN,2809
WOJNOWSKI,2809
MROZIŃSKI,2805
SZLACHTA,2803
ĆWIEK,2799
KONDRACKI,2799
KUDŁA,2799
MIROWSKI,2799
BLOCH,2793
NOWOSIELSKI,2791
STRZELEC,2789
KUPCZYK,2788
BORECKI,2787
KUNICKI,2785
MIELNIK,2785
SĘKOWSKI,2780
WOJTKOWSKI,2780
KARBOWSKI,2779
NOCOŃ,2778
TRAWIŃSKI,2778
MAJER,2777
BOROWIECKI,2773
KOSIOR,2773
STARZYŃSKI,2770
BORUCKI,2769
SIUDA,2765
JÓZEFOWICZ,2761
KĘPIŃSKI,2760
SARNA,2759
BOGDANOWICZ,2757
GANCARZ,2756
MYSZKA,2752
BARCZYK,2750
PŁACZEK,2750
PYKA,2749
DZIĘCIOŁ,2747
KARWACKI,2746
KOTARSKI,2746
MĄKA,2743
WOJDYŁA,2741
KUNA,2740
WĄSOWICZ,2740
DEPTUŁA,2738
BOROWICZ,2737
KWAŚNIAK,2737
MADEJSKI,2737
KURKOWSKI,2736
SUCHODOLSKI,2736
GROMEK,2735
ROZMUS,2734
RUSINEK,2734
JELONEK,2733
KLEIN,2726
BIEGAŃSKI,2724
OLESIŃSKI,2723
BĘBEN,2714
ŁUKOMSKI,2714
JEŻEWSKI,2713
ŁYSIAK,2713
BARTOSIAK,2710
RATAJ,2707
ŻELAZNY,2707
CYWIŃSKI,2703
KUTA,2703
BOCHEŃSKI,2699
CAŁKA,2698
ZDANOWICZ,2697
OLEKSIAK,2692
MATEJA,2691
WLAZŁO,2691
HAŁAS,2689
OGONOWSKI,2689
KUŁAKOWSKI,2686
STACH,2686
MISIEWICZ,2684
LACHOWSKI,2683
SAJDAK,2680
PUZIO,2679
KLIŚ,2677
WĄS,2677
WOLAŃSKI,2672
PODOLSKI,2671
DAWIDOWICZ,2670
GUZEK,2666
SZNAJDER,2662
DZIK,2661
POZNAŃSKI,2660
WOJNAROWSKI,2658
KUŹMIŃSKI,2655
PIENIĄŻEK,2655
GLINKA,2654
HOFMAN,2653
RUSZKOWSKI,2653
TOBIASZ,2652
TWOREK,2650
PIRÓG,2649
SOBKOWIAK,2642
BAŁDYGA,2641
OLESZCZUK,2637
SROCZYŃSKI,2637
WIERZBOWSKI,2637
BOCIAN,2636
ZDROJEWSKI,2634
DRZAZGA,2632
JANIEC,2630
MARCZYK,2630
KAWCZYŃSKI,2629
KUBALA,2629
PANKOWSKI,2627
POKORSKI,2625
BAJOR,2623
GÓRZYŃSKI,2622
JANKIEWICZ,2622
KOCUR,2622
SZUMSKI,2622
KOSSAKOWSKI,2621
MOROZ,2618
ADAMCZUK,2617
BAŃKOWSKI,2615
ZAJKOWSKI,2615
ANIOŁ,2614
BOGUSZEWSKI,2612
JAROCKI,2612
JACH,2611
GŁOWACZ,2608
ŁĄCKI,2608
MROZIK,2608
SIWAK,2608
WALKIEWICZ,2607
KORCZYŃSKI,2606
ADAMKIEWICZ,2604
ŁATA,2602
FLORCZYK,2600
NYKIEL,2599
KISIELEWSKI,2595
NOSEK,2595
ZADROŻNY,2594
MYSZKOWSKI,2593
STAWSKI,2593
POŚPIECH,2589
JASKUŁA,2587
JANIKOWSKI,2585
DZIĘGIELEWSKI,2584
FORMELA,2584
TARKOWSKI,2583
CISZEK,2581
ABRAMOWICZ,2580
KRASOŃ,2579
KARPOWICZ,2578
KOTOWICZ,2578
MARCZUK,2578
PTASZYŃSKI,2578
FILIPOWSKI,2577
RYBCZYŃSKI,2577
KRASIŃSKI,2575
ROLA,2569
SKRZYPIEC,2568
WOŹNICKI,2567
KUPIS,2564
SAWCZUK,2564
ŻMIJEWSKI,2563
ZWIERZCHOWSKI,2561
SKRZYŃSKI,2560
KICIŃSKI,2559
PACEK,2559
RZEŹNIK,2558
GUZOWSKI,2556
DOMINIK,2555
ABRAMCZYK,2553
PISKORSKI,2551
SKUPIEŃ,2551
PRZYBYŁEK,2550
BOGUSŁAWSKI,2549
RACHWAŁ,2547
FORNAL,2543
ZIAJA,2543
KOŁEK,2542
BIELICKI,2540
PIECHOWIAK,2539
KASPROWICZ,2538
DURAJ,2533
KROK,2533
SUŁEK,2533
WOJEWODA,2528
ANDRZEJAK,2526
CISEK,2524
KOC,2524
MROZOWSKI,2524
SAMBORSKI,2524
WIKTOR,2524
DYBOWSKI,2520
SOJA,2520
MAĆKOWSKI,2518
ŻOCHOWSKI,2515
NGUYEN,2514
OLEK,2514
BRYK,2511
GŁUCHOWSKI,2509
CHOIŃSKI,2508
DANILUK,2508
WYSOKIŃSKI,2505
ROGUSKI,2504
MITURA,2503
TOMASZEK,2500
ZAJDEL,2499
KUŹNIAR,2498
CHOLEWIŃSKI,2497
FORTUNA,2497
PIWOŃSKI,2496
STANKOWSKI,2496
IGNACZAK,2494
LUBIŃSKI,2493
MATUSZEK,2493
KUPCZAK,2492
FRĄCKIEWICZ,2486
LISEK,2485
PAWŁOWICZ,2485
KOCH,2484
OZIMEK,2482
PACH,2481
KOPKA,2479
BOROWY,2477
SOSNA,2477
BANASZKIEWICZ,2474
GONDEK,2474
ŁUKAWSKI,2474
GAWŁOWSKI,2473
STADNIK,2472
KULKA,2468
PAWLACZYK,2468
DOPIERAŁA,2467
KILIAN,2463
SIEMIŃSKI,2460
ŁUKASIAK,2459
POŁEĆ,2457
DEPTA,2453
SŁOTA,2453
ZABIELSKI,2453
KUCZERA,2452
KUBAS,2451
ROZWADOWSKI,2450
ĆWIKŁA,2449
JAKUBIK,2449
WOJNAR,2447
ŁOBODA,2446
ŻBIKOWSKI,2445
PRZYBYLAK,2443
PŁACHTA,2441
JODŁOWSKI,2435
SZEWC,2432
CELIŃSKI,2431
GRABIEC,2427
POKORA,2427
KUKLIŃSKI,2426
DĘBIŃSKI,2425
ROMAŃCZUK,2424
SOBIERAJSKI,2424
FORYŚ,2423
STARCZEWSKI,2422
SŁOWIKOWSKI,2421
RYNKIEWICZ,2419
KNOP,2416
CABAJ,2415
POLOK,2413
KĘDZIA,2412
MACIEJCZYK,2410
KOZUB,2409
SZMYT,2409
GAWĘDA,2408
ŁUKOWSKI,2405
PATYK,2404
CZERNIAWSKI,2401
ROGULSKI,2401
ROWIŃSKI,2401
SPYCHALSKI,2401
SKUZA,2400
ZIENKIEWICZ,2394
CZOP,2393
LABUDA,2392
PIASKOWSKI,2392
BARCZAK,2386
SOŁTYSIK,2386
BADOWSKI,2385
KLIMOWICZ,2384
GÓRCZYŃSKI,2382
POLKOWSKI,2382
BUDNIK,2381
LASKA,2379
BIŃKOWSKI,2377
WALICKI,2377
SAŁATA,2376
WINKLER,2371
FICEK,2370
WALASEK,2370
PŁUCIENNIK,2368
SWOBODA,2368
FILA,2366
HEBDA,2366
NIEDBAŁA,2365
STAWARZ,2363
BIEDRZYCKI,2362
PAWEŁEK,2362
DEMBIŃSKI,2361
GUTKOWSKI,2361
KUŚNIERZ,2359
WIATROWSKI,2359
JANECKI,2358
KURIATA,2356
LISZEWSKI,2356
PŁÓCIENNIK,2355
WOJTYSIAK,2353
KOBIELA,2349
IDZIKOWSKI,2348
JANUSZKIEWICZ,2348
KLIMCZYK,2348
NIZIOŁEK,2348
KULCZYCKI,2347
SEMENIUK,2347
KRYGIER,2346
MIŁEK,2346
CZARNOWSKI,2344
KLESZCZ,2344
POPIEL,2344
SOBALA,2343
SZPAKOWSKI,2343
KALISZEWSKI,2342
JAROSIŃSKI,2341
BARSZCZEWSKI,2339
TABAKA,2336
PIWKO,2334
PAWEŁCZYK,2332
BALIŃSKI,2331
KRZYŻANIAK,2328
BORAWSKI,2327
GIBAS,2324
WARDA,2323
WALASZCZYK,2322
CHRZĄSZCZ,2318
BIENIAS,2315
KĘDRA,2315
WICHER,2315
KACPERSKI,2314
PIECUCH,2313
ŁADA,2312
STAWIARSKI,2311
GIERCZAK,2310
URBANIK,2310
KAZIMIERSKI,2309
MIODUSZEWSKI,2308
TERLECKI,2303
JANOWICZ,2302
MOKRZYCKI,2301
CIEŚLAR,2297
GIERSZEWSKI,2297
POŹNIAK,2297
ŻACZEK,2297
JASIAK,2296
PNIEWSKI,2296
ZDANOWSKI,2295
BINKOWSKI,2293
SZEWCZAK,2291
HINC,2290
PRZYBYŁO,2290
CHMIELECKI,2285
KLICH,2284
KRZEMIEŃ,2281
KUFEL,2280
MIELEWCZYK,2279
PANKIEWICZ,2279
BARTOSZEWICZ,2277
KWAPISZ,2276
PIEKARCZYK,2273
LUPA,2272
PIKUŁA,2271
KLIMKIEWICZ,2269
ŻABIŃSKI,2269
MOSZCZYŃSKI,2268
CHUDZIŃSKI,2267
GOŁDA,2267
OPALIŃSKI,2267
KOSEK,2266
MIAZGA,2266
PAWLUS,2265
BĄCZKOWSKI,2264
KOZIKOWSKI,2264
SKRZYPCZYK,2264
KWAŚNIK,2263
JUREWICZ,2261
MAŁACHOWSKI,2260
NARLOCH,2260
SZMIT,2260
ULATOWSKI,2260
KOŚMIDER,2259
STEFANOWSKI,2257
WILKOWSKI,2257
DOMARADZKI,2256
OBARA,2255
SAŁEK,2255
ŚWITALSKI,2255
CHLEBOWSKI,2253
SASIN,2253
KORALEWSKI,2251
KUKUŁA,2251
SOBIECH,2250
BĘBENEK,2249
BONIECKI,2246
PLATA,2244
JASEK,2243
LENARTOWICZ,2243
DRAB,2242
PLISZKA,2242
KUŁAGA,2241
MATYSEK,2241
RUTA,2239
TARASIUK,2239
KOŚCIELNY,2237
SAS,2237
SARNECKI,2236
PIETRUCHA,2235
SIEŃKO,2234
GRABIŃSKI,2233
MELLER,2232
CICHOWSKI,2230
GAWRYŚ,2230
GWIZDAŁA,2230
ISKRA,2230
CICHECKI,2229
SZCZĘCH,2228
GŁUSZEK,2226
ZAWADKA,2225
PUSTELNIK,2224
IGNASIAK,2223
KALICKI,2223
KOPIEC,2220
RYSZKA,2218
MOMOT,2216
SIWIŃSKI,2216
GONTARZ,2213
KIERZKOWSKI,2213
SKOTNICKI,2211
ANDRUSZKIEWICZ,2210
JASIK,2210
LEJA,2210
PIECHOWSKI,2210
KOWNACKI,2208
MARCINEK,2208
KUR,2206
WANAT,2206
ŚWIĘCICKI,2205
KOŻUCH,2204
MRUK,2203
ANTOSIK,2202
KASIŃSKI,2202
OCHMAN,2202
CZERNIK,2201
GŁODEK,2201
KRZYSZTOFIK,2200
MOŚCICKI,2200
SZYDŁO,2199
NIKIEL,2197
JURGA,2196
ORLIK,2196
CZARNIK,2194
SAK,2194
BOCZEK,2190
PIELA,2190
ŚWINIARSKI,2190
ŻYDEK,2190
BROŻYNA,2188
BORZĘCKI,2181
DRAGAN,2180
JURASZEK,2180
KISZKA,2180
OKOŃSKI,2180
BOMBA,2178
MLECZKO,2177
MANIA,2175
ORLIŃSKI,2172
PALKA,2171
BARTOSZ,2169
BAJER,2168
WSZOŁEK,2168
GÓRNIK,2165
ZIOBRO,2164
SOLARZ,2163
CISOWSKI,2162
MIERNIK,2161
MACIAK,2158
PIECHA,2158
SZCZĘŚNIAK,2158
KARWAT,2156
ROJEWSKI,2156
WOLANIN,2152
DOMIN,2151
POLAKOWSKI,2151
SYPNIEWSKI,2151
SZYMURA,2151
BABIŃSKI,2150
CHĘCIŃSKI,2150
RZEPA,2150
KORYCKI,2147
KŁAK,2146
SADKOWSKI,2146
KAIM,2144
JASZCZUK,2143
KARBOWIAK,2143
JAWOROWSKI,2142
KOCOT,2142
ZDUŃCZYK,2142
CIESZYŃSKI,2141
BAŃKA,2140
KOWALKOWSKI,2140
PASIEKA,2140
STEFANOWICZ,2140
GRUSZECKI,2139
ROSTKOWSKI,2139
DZIUBEK,2138
NĘDZA,2136
WILCZAK,2135
BASIŃSKI,2132
ZELEK,2132
BOCZKOWSKI,2131
KACPRZYK,2131
WACHOWICZ,2131
SAMSEL,2130
JABŁONOWSKI,2129
PONIATOWSKI,2129
MICHALEC,2124
DYRDA,2123
MACHAJ,2122
BIL,2121
KASPRZYCKI,2121
KOSECKI,2121
KUŹNIK,2121
LEWKOWICZ,2120
PALIWODA,2120
SADŁOWSKI,2118
PIETRASIK,2117
SŁABY,2116
MICKIEWICZ,2114
MRÓWKA,2114
CZERNECKI,2113
MAJCHROWSKI,2112
SUSZEK,2110
ŁOZIŃSKI,2109
BĘDKOWSKI,2108
BŁASIAK,2108
BYKOWSKI,2107
STASIK,2107
KOSAKOWSKI,2106
LECHOWICZ,2106
FIRLEJ,2105
GRAD,2105
WĄTROBA,2103
LIGĘZA,2102
MYŚLIŃSKI,2102
OLEJARZ,2101
PEPLIŃSKI,2101
NAPORA,2099
SPYRA,2099
CIOSEK,2098
WINIARCZYK,2097
SKWARA,2096
POLOCZEK,2095
PORADA,2094
FEDOROWICZ,2093
ZARZECKI,2092
STEFAŃCZYK,2090
GRALAK,2089
JAGŁA,2086
PIETKIEWICZ,2084
SZYMBORSKI,2079
GŁUCH,2077
WAWER,2077
KUSTRA,2076
FISZER,2075
PRUSAK,2074
PRZYBOROWSKI,2074
NOWOSAD,2073
JARZYNA,2069
MATKOWSKI,2069
KLEPACKI,2068
KUŚMIERCZYK,2067
BARNAŚ,2065
OSIAK,2062
SOBIECKI,2062
BRZÓSKA,2061
WRONKA,2061
JAGIEŁA,2060
KOTECKI,2060
CIECHANOWSKI,2059
TARGOSZ,2059
GAWIN,2056
KRZYWDA,2056
KACZMARZYK,2055
ŚWISTAK,2055
KĄDZIELA,2053
DEJA,2051
DEREŃ,2051
KRYŃSKI,2051
TYSZKA,2050
KLOCEK,2049
BIAŁOWĄS,2047
JÓZEFIAK,2047
DMOCHOWSKI,2046
PARZYCH,2044
RODZIEWICZ,2044
MUSIELAK,2043
CZECHOWICZ,2042
SUWAŁA,2041
KONIK,2040
MOCZULSKI,2040
ŁUKASZCZYK,2039
PODSIADŁY,2039
SÓJKA,2038
PIETRASZEK,2037
BAŁA,2036
CHRZAN,2034
WASILUK,2034
BOROWIK,2032
SUKIENNIK,2030
DUTKA,2029
SZYSZKO,2029
ZĄBEK,2028
GIEMZA,2027
WOJTAŚ,2027
KONKOL,2024
KOPERSKI,2024
GĘBALA,2023
CZEKALSKI,2022
KASZA,2021
PIEKUT,2021
ŚWIDEREK,2021
KOCIOŁEK,2019
PAWLUK,2018
GRALA,2017
GOŁDYN,2016
GORZKOWSKI,2013
BALCER,2012
GALANT,2011
WALA,2011
POGODA,2010
PIETRUSZEWSKI,2009
KRYSZTOFIAK,2008
KUŚMIERZ,2008
JARZĄB,2004
STANIK,2004
LIPOWSKI,2003
TOCZEK,2003
TYSZKIEWICZ,2003
PIÓRO,2001
WŁODARCZAK,2000
PRZYTUŁA,1999
BUTKIEWICZ,1998
CHMIELOWIEC,1998
PTASIŃSKI,1997
STRUZIK,1996
BRZOSTEK,1995
MALCZYK,1995
BRYL,1994
LANGNER,1994
WIKTOROWICZ,1994
KOTAS,1993
SKOCZEŃ,1993
BOLEK,1992
JOPEK,1991
GOŹDZIK,1990
NIEWĘGŁOWSKI,1990
NOWIK,1989
PACHOLSKI,1989
PŁAZA,1989
BARTOSZEWSKI,1988
KRZYWICKI,1986
SUDER,1986
ŁĘCKI,1984
MĄCZYŃSKI,1984
PODOLAK,1983
DMOWSKI,1980
KĄDZIOŁKA,1980
SABAT,1980
KANTOR,1979
WOJTALA,1979
PUDŁO,1978
FIJOŁEK,1977
MNICH,1977
KRUPSKI,1976
CZOPEK,1974
ŻÓŁTOWSKI,1973
ŻYWICKI,1973
KALEMBA,1972
CZEKAŁA,1970
KUŁAK,1970
ŻABA,1969
IDZIAK,1968
PYTLIK,1968
CYBULA,1967
KOCIK,1965
SKOCZEK,1963
GRZESZCZAK,1960
MELNYK,1960
BATKO,1957
JANCZEWSKI,1957
MICHNA,1956
TAŃSKI,1956
KOTWICA,1955
MACHURA,1955
RUSIECKI,1955
MAKSYMIUK,1954
ORLIKOWSKI,1952
WASIK,1951
ZAWIERUCHA,1949
FRYC,1948
GŁÓD,1948
TYCZYŃSKI,1948
KRYNICKI,1946
BARYŁA,1945
SŁOMSKI,1943
STARZYK,1943
JEDLIŃSKI,1942
KARBOWNIK,1942
MISZCZUK,1942
SZMIGIEL,1942
DRĄŻEK,1941
KOSICKI,1941
STAŚKIEWICZ,1941
CIEPLIŃSKI,1938
CHYŁA,1937
WASZCZUK,1937
JAŃCZAK,1936
AUGUSTYNOWICZ,1935
ZWIERZYŃSKI,1933
DZIUBIŃSKI,1932
JAREK,1932
ŁASKI,1932
MARTYNIUK,1932
SOBOL,1931
SZERSZEŃ,1930
TĘCZA,1930
CEGIELSKI,1926
STAROSTA,1924
WOŁOWIEC,1923
KRET,1922
MIŁKOWSKI,1922
PAWELCZYK,1922
SADŁO,1921
BARTKIEWICZ,1920
BAJOREK,1918
FĄFARA,1917
ROKOSZ,1917
LIPA,1916
PABIAN,1916
PAKULSKI,1916
GÓŹDŹ,1915
PŁOTKA,1915
FILIPKOWSKI,1912
LESIŃSKI,1910
STRZYŻEWSKI,1910
SIWIK,1909
BRZOZA,1908
GRĄDZKI,1907
OBRĘBSKI,1906
ZYŚK,1906
FURMANEK,1905
MIGDAŁ,1905
PTASZEK,1904
GRONOWSKI,1903
MATUSZCZYK,1903
WIERZBA,1903
GÓRNICKI,1902
PRZYWARA,1902
MIELNICZUK,1900
KMIECIAK,1896
CHROSTOWSKI,1894
KOŁTUN,1893
KORCZ,1893
KURZEJA,1893
KMITA,1892
PAŁASZ,1892
WEGNER,1891
KUKIEŁKA,1889
BARTOS,1888
GINTER,1888
PROKOPOWICZ,1888
DZIADOSZ,1887
LISIAK,1887
ŁAGOWSKI,1887
ŻYGADŁO,1887
CZARKOWSKI,1886
GODEK,1886
KAPAŁA,1886
GOLIK,1885
ŚMIETANA,1883
DOROSZ,1882
ANTONIUK,1881
KRZYŻAK,1881
CZERSKI,1880
GOŁAWSKI,1880
JURA,1880
ROMANOWICZ,1879
SAKOWICZ,1879
SZCZEPKOWSKI,1879
REGULSKI,1878
JARZYŃSKI,1875
KUBIŃSKI,1875
RADZIK,1875
MAGDZIARZ,1873
CHODOROWSKI,1871
MALIŃSKI,1871
PASZKO,1871
SZCZECIŃSKI,1871
SOBECKI,1869
BRZEZICKI,1868
KURPIEWSKI,1868
KIJEWSKI,1867
DĘBEK,1865
NIEWIŃSKI,1865
WOJTAL,1865
KACZKOWSKI,1863
OPAŁKA,1862
TALAGA,1862
CIUPA,1861
KONIOR,1859
ŁOJEK,1858
ZIÓŁEK,1857
DUDKA,1856
GRUBA,1856
FRANCZYK,1855
SZAŁKOWSKI,1855
ARCISZEWSKI,1854
SZABLEWSKI,1854
DANIELEWICZ,1852
MAŁKIEWICZ,1852
TARNAWSKI,1852
WIEWIÓRA,1852
PERZ,1851
SMAGA,1850
STOLAREK,1848
KUCZKOWSKI,1845
MŁYŃSKI,1845
WALCZUK,1845
OLKOWSKI,1844
KOBIAŁKA,1843
GNIADEK,1842
KRAWCZAK,1842
GĘBSKI,1840
KARP,1840
MARSZAŁ,1840
PAŁYS,1836
WALKOWSKI,1836
STYŚ,1835
ŁUKASZUK,1833
CIURA,1832
BLICHARZ,1831
RYDZ,1831
STEFANIUK,1831
BURAK,1829
ADAMOWSKI,1828
JĘDRZEJAK,1828
LUBAŃSKI,1828
RAWSKI,1827
WIĘCŁAW,1827
SIEKIERSKI,1826
WOŁEK,1826
PALACZ,1824
RADZIEJEWSKI,1824
DOBEK,1823
MIŁOSZ,1822
MRÓWCZYŃSKI,1822
KOCOŃ,1821
MAKOWIECKI,1821
FIEDOROWICZ,1820
RAFALSKI,1820
FIC,1819
KWIDZIŃSKI,1819
CHMIELOWSKI,1818
DURKA,1818
GĘBKA,1818
NOGAJ,1818
GRZEGOREK,1817
LIBERA,1817
RAPACZ,1817
KOLIŃSKI,1816
JAŻDŻEWSKI,1815
STROJNY,1815
BIGOS,1814
JAWOREK,1811
BRZÓZKA,1810
JAMROZIK,1810
BŁOCH,1809
KURDZIEL,1809
ROSÓŁ,1809
MARCZYŃSKI,1808
SKARŻYŃSKI,1808
DZWONKOWSKI,1806
KONIECZKA,1806
SŁOMA,1806
WOJTKIEWICZ,1806
STACHYRA,1805
SULIMA,1805
JUSZKIEWICZ,1803
KOŹLIK,1802
SIECZKA,1802
STRÓŻYK,1800
PAŁCZYŃSKI,1799
SAWA,1799
JAKUBEK,1798
KOCHAN,1798
MICHNIEWICZ,1798
WOCH,1798
CIECIERSKI,1797
DOLECKI,1797
KABAT,1797
ROGACKI,1796
FOJCIK,1795
GAPIŃSKI,1795
JELIŃSKI,1795
BUCZAK,1793
MIOTK,1793
NAKONIECZNY,1793
NIEDŹWIEDZKI,1792
GRAJEWSKI,1791
KARASIEWICZ,1791
SARZYŃSKI,1791
KROPIDŁOWSKI,1790
HAWRYLUK,1789
ŻUROWSKI,1789
KŁYS,1788
WOLF,1787
KRASNODĘBSKI,1786
BORUTA,1785
ŚWIĘTEK,1783
ZANIEWSKI,1783
KRYSIŃSKI,1782
PADUCH,1782
SULEJ,1782
GACA,1780
GALUS,1780
MADEJA,1780
MAŚLAK,1780
BUJNOWSKI,1779
RICHTER,1779
ŚMIAŁEK,1779
ŻĄDŁO,1774
GROMADZKI,1771
STĘPIŃSKI,1769
WENTA,1769
TKOCZ,1768
WĄDOŁOWSKI,1768
NIZIOŁ,1766
BRYŚ,1765
SOROKA,1765
ZAMOJSKI,1764
SCHULZ,1763
GRZĘDA,1762
LATOS,1762
PALUSZKIEWICZ,1762
DOMBROWSKI,1761
STRZAŁKA,1761
KRYCZKA,1760
PSZCZÓŁKOWSKI,1760
SKÓRKA,1760
RYCHTER,1759
JANECZKO,1758
PASTUSZAK,1758
WAŻNY,1758
SKRZYNIARZ,1756
FRONTCZAK,1755
PACYNA,1755
GAŁEK,1754
KULAK,1754
PAROL,1754
GREŃ,1753
KUPKA,1753
ŁUPIŃSKI,1753
SIELSKI,1753
STARZEC,1753
KARCZMARCZYK,1752
KUMOR,1752
SZREDER,1752
RĘBISZ,1751
SZYMKIEWICZ,1751
BODNAR,1750
DASZKIEWICZ,1750
FOLTYN,1750
JAROSZEWICZ,1750
BŁAŻEJCZYK,1749
KLIMKOWSKI,1748
OCHOCKI,1748
IDZIK,1747
JASZCZAK,1747
LANGER,1747
MICHTA,1744
CEGLAREK,1743
PRUSZYŃSKI,1743
GRZANKA,1742
GUZY,1741
BISKUPSKI,1740
KIEDROWSKI,1740
BACZEWSKI,1739
KAPŁON,1739
NAWARA,1739
MURZYN,1738
POMORSKI,1736
REK,1736
RUSAK,1736
WALASZEK,1736
WĄCHAŁA,1735
DUCH,1734
KASZUBOWSKI,1734
WOJCIESZAK,1734
ANTONOWICZ,1733
SŁUPSKI,1733
CIBOROWSKI,1732
GUCWA,1732
TYBURSKI,1732
KĘSKA,1731
MUSIALIK,1731
RYGIELSKI,1731
MOŻDŻEŃ,1730
RAJSKI,1730
SKÓRSKI,1730
FALKIEWICZ,1726
KARDAS,1725
KIJAK,1725
KULCZYŃSKI,1725
DERDA,1723
JAROSZEK,1723
KUBAT,1723
ŁOPATA,1723
PUDEŁKO,1723
RZESZUTEK,1722
BUCKI,1720
MIGAS,1720
OCZKOWSKI,1720
OLSZOWY,1720
ŻYŁKA,1720
TARCZYŃSKI,1718
WOŹNICZKA,1718
DOMŻALSKI,1717
GAIK,1717
DRZYMAŁA,1716
MAZGAJ,1716
SOKALSKI,1716
BIZOŃ,1715
GÓRAK,1715
KURZYŃSKI,1715
BARSKI,1714
SKAWIŃSKI,1714
FIGURSKI,1713
KUĆ,1713
CHABOWSKI,1709
JANOTA,1707
SIEK,1707
MUZYKA,1706
CZARNIECKI,1705
KONARZEWSKI,1704
BABICZ,1702
ZIEMIŃSKI,1702
BARTYZEL,1701
BĄCZYK,1701
ŁABĘDZKI,1700
SURMACZ,1700
SITKOWSKI,1699
SOSZYŃSKI,1695
GALA,1694
GRADOWSKI,1694
KOLANO,1694
MATUŁA,1694
KUBIŚ,1693
GAŁKOWSKI,1692
KACZOREK,1692
KASPERCZYK,1691
KRAUS,1691
GOŚCINIAK,1690
RACZEK,1687
ŚMIGIEL,1686
WRZESZCZ,1686
DOLNY,1685
RAJEWSKI,1685
KLUCZYŃSKI,1683
KOTŁOWSKI,1683
STANIEK,1683
PRZYBYŁOWSKI,1680
SMOLAK,1680
RUTKA,1679
WYKA,1679
WENCEL,1678
WIĘCH,1677
DĄBROWA,1676
DYL,1676
JARZĘBSKI,1676
MIKRUT,1676
BAKALARZ,1674
CZARNOCKI,1674
GARBOWSKI,1673
SZARY,1673
MATYS,1672
BIEGUN,1671
MICHALCZUK,1671
BAJ,1670
BONK,1670
DĘBIEC,1668
GRZYWA,1667
KOCJAN,1667
KOPAŃSKI,1667
SMOLARCZYK,1667
CURYŁO,1666
LIZAK,1665
DZIEKAN,1664
PAŹDZIOR,1663
GRUCHAŁA,1660
BAR,1658
BRZYSKI,1657
KUBERA,1657
OLSZÓWKA,1657
GRĘDA,1656
WALTER,1656
PŁOŃSKI,1654
STYCZEŃ,1654
MARCHLEWSKI,1653
OKRÓJ,1653
SOLIŃSKI,1653
BUJALSKI,1652
KONEFAŁ,1652
KOTLIŃSKI,1652
KARDASZ,1651
BANASZCZYK,1650
NEJMAN,1649
SIDOROWICZ,1649
DUDZIC,1648
POTRYKUS,1648
RADOŃ,1648
SZYMONIAK,1648
DZIEWULSKI,1647
GRODZICKI,1647
JAROMIN,1647
RÓŻALSKI,1646
ZACHARSKI,1646
ZAPART,1646
BYCZKOWSKI,1645
DEMBOWSKI,1644
KLECHA,1644
MALINA,1644
GARCZYŃSKI,1642
PALA,1642
GŁĘBOCKI,1640
MROŻEK,1640
GRZYWNA,1639
POWROŹNIK,1639
JAKUBOWICZ,1638
BAZAN,1636
STRĄCZEK,1636
PYTLAK,1635
SOBIESKI,1635
WIERCIŃSKI,1635
PELCZAR,1634
SIERAKOWSKI,1634
DERA,1633
DZIADEK,1633
JADCZAK,1632
DANIELAK,1631
KEMPIŃSKI,1631
ŁUNIEWSKI,1631
MACIOŁEK,1631
KALATA,1630
POTOCZNY,1630
WAJS,1630
STAŃKO,1628
BRZOSTOWSKI,1627
KLEPACZ,1627
NICPOŃ,1626
KRAMARZ,1625
SZABŁOWSKI,1625
BŁASZKOWSKI,1621
KUCIA,1621
KOTULA,1618
MAĆKIEWICZ,1618
DOBKOWSKI,1617
BRODZIŃSKI,1616
GARSTKA,1616
PRZYGODZKI,1616
BACH,1615
GARUS,1615
BRODZIAK,1614
KOWOL,1614
DANKOWSKI,1613
REKOWSKI,1613
TRZASKOWSKI,1613
KURAS,1612
PILECKI,1612
HOPPE,1610
ANDRZEJCZYK,1609
MATECKI,1609
ŁOJEWSKI,1607
SULIKOWSKI,1607
GOS,1605
PIECZONKA,1605
BERNAŚ,1604
WAŚKO,1604
ZABORSKI,1604
RYNKOWSKI,1603
RADWAN,1602
RYCZEK,1602
SZYSZKOWSKI,1601
SNOPEK,1600
ŻABICKI,1600
FABER,1599
GURGUL,1599
STRUGAŁA,1598
WALEWSKI,1597
ŁUSZCZYŃSKI,1596
STOPKA,1595
TALAREK,1595
